1,11,114,1136,1,"Hong Kong","Wan Chai District","Wan Chai District","Tin Hau"
1,11,114,1137,1,"Hong Kong","Wan Chai District","Wan Chai District","Wanchai"
1,12,121,1138,1,"Hong Kong","Kowloon City District","Kowloon City District","Ho Man Tin"
1,12,121,1139,1,"Hong Kong","Kowloon City District","Kowloon City District","Hung Hom"
1,12,121,1140,1,"Hong Kong","Kowloon City District","Kowloon City District","Kai Tak"
1,12,121,1141,1,"Hong Kong","Kowloon City District","Kowloon City District","Kowloon City"
1,12,121,1142,1,"Hong Kong","Kowloon City District","Kowloon City District","Kowloon Tong"
1,12,121,1143,1,"Hong Kong","Kowloon City District","Kowloon City District","Ma Tau Wai"
1,12,121,1144,1,"Hong Kong","Kowloon City District","Kowloon City District","To Kwa Wan"
1,12,122,1145,1,"Hong Kong","Kwun Tong District","Kwun Tong District","Kowloon Bay"
1,12,122,1146,1,"Hong Kong","Kwun Tong District","Kwun Tong District","Kwun Tong"
1,12,122,1147,1,"Hong Kong","Kwun Tong District","Kwun Tong District","Lam Tin"
1,12,122,1148,1,"Hong Kong","Kwun Tong District","Kwun Tong District","Ngau Tau Kok"
1,12,122,1149,1,"Hong Kong","Kwun Tong District","Kwun Tong District","Sau Mau Ping"
1,12,122,1150,1,"Hong Kong","Kwun Tong District","Kwun Tong District","Yau Tong"
1,12,123,1151,1,"Hong Kong","Sham Shui Po District","Sham Shui Po District","Cheung Sha Wan"
1,12,123,1152,1,"Hong Kong","Sham Shui Po District","Sham Shui Po District","Lai Chi Kok"
1,12,123,1153,1,"Hong Kong","Sham Shui Po District","Sham Shui Po District","Sham Shui Po"
1,12,123,1154,1,"Hong Kong","Sham Shui Po District","Sham Shui Po District","Shek Kip Mei"
1,12,123,1155,1,"Hong Kong","Sham Shui Po District","Sham Shui Po District","Yau Yat Chuen"
1,12,124,1156,1,"Hong Kong","Wong Tai Sin District","Wong Tai Sin District","Choi Hung"
1,12,124,1157,1,"Hong Kong","Wong Tai Sin District","Wong Tai Sin District","Diamond Hill"
1,12,124,1158,1,"Hong Kong","Wong Tai Sin District","Wong Tai Sin District","Lok Fu"
1,12,124,1159,1,"Hong Kong","Wong Tai Sin District","Wong Tai Sin District","Ngau Chi Wan"
1,12,124,1160,1,"Hong Kong","Wong Tai Sin District","Wong Tai Sin District","San Po Kong"
1,12,124,1161,1,"Hong Kong","Wong Tai Sin District","Wong Tai Sin District","Tsz Wan Shan"
1,12,124,1162,1,"Hong Kong","Wong Tai Sin District","Wong Tai Sin District","Wong Tai Sin"
1,12,125,1163,1,"Hong Kong","Yau Tsim Mong District","Yau Tsim Mong District","Jordan"
1,12,125,1164,1,"Hong Kong","Yau Tsim Mong District","Yau Tsim Mong District","Knutsford Terrace"
1,12,125,1165,1,"Hong Kong","Yau Tsim Mong District","Yau Tsim Mong District","Mong Kok"
1,12,125,1166,1,"Hong Kong","Yau Tsim Mong District","Yau Tsim Mong District","Prince Edward"
1,12,125,1167,1,"Hong Kong","Yau Tsim Mong District","Yau Tsim Mong District","Tai Kok Tsui"
1,12,125,1168,1,"Hong Kong","Yau Tsim Mong District","Yau Tsim Mong District","Tsim Sha Tsui"
1,12,125,1169,1,"Hong Kong","Yau Tsim Mong District","Yau Tsim Mong District","Yau Ma Tei"
1,13,131,1170,1,"Hong Kong","Islands","Islands","Chek Lap Kok"
1,13,131,1171,1,"Hong Kong","Islands","Islands","Cheung Chau"
1,13,131,1172,1,"Hong Kong","Islands","Islands","Discovery Bay"
1,13,131,1173,1,"Hong Kong","Islands","Islands","Lamma Island"
1,13,131,1174,1,"Hong Kong","Islands","Islands","Lantau Island"
1,13,131,1175,1,"Hong Kong","Islands","Islands","Ping Chau"
1,13,131,1176,1,"Hong Kong","Islands","Islands","Tai O"
1,13,131,1177,1,"Hong Kong","Islands","Islands","Tung Chung"
1,13,132,1178,1,"Hong Kong","Kwai Tsing District","Kwai Tsing District","Kwai Chung"
1,13,132,1179,1,"Hong Kong","Kwai Tsing District","Kwai Tsing District","Kwai Fong"
1,13,132,1180,1,"Hong Kong","Kwai Tsing District","Kwai Tsing District","Lai King"
1,13,132,1181,1,"Hong Kong","Kwai Tsing District","Kwai Tsing District","Lei Muk Shue"
1,13,132,1182,1,"Hong Kong","Kwai Tsing District","Kwai Tsing District","Tai Wo Hau"
1,13,132,1183,1,"Hong Kong","Kwai Tsing District","Kwai Tsing District","Tsing Yi"
1,13,133,1184,1,"Hong Kong","North District ","North District ","Fanling"
1,13,133,1185,1,"Hong Kong","North District ","North District ","Lo Wu"
1,13,133,1186,1,"Hong Kong","North District ","North District ","Sha Tau Kok"
1,13,133,1187,1,"Hong Kong","North District ","North District ","Sheung Shui"
1,13,134,1188,1,"Hong Kong","Sai Kung District","Sai Kung District","Hang Hau"
1,13,134,1189,1,"Hong Kong","Sai Kung District","Sai Kung District","Po Lam"
1,13,134,1190,1,"Hong Kong","Sai Kung District","Sai Kung District","Sai Kung"
1,13,134,1191,1,"Hong Kong","Sai Kung District","Sai Kung District","Tiu Keng Leng"
1,13,134,1192,1,"Hong Kong","Sai Kung District","Sai Kung District","Tseung Kwan O"
1,13,135,1193,1,"Hong Kong","Shatin District","Shatin District","Fo Tan"
1,13,135,1194,1,"Hong Kong","Shatin District","Shatin District","Ma On Shan"
1,13,135,1195,1,"Hong Kong","Shatin District","Shatin District","Sha Tin"
1,13,135,1196,1,"Hong Kong","Shatin District","Shatin District","Tai Wai"
1,13,136,1197,1,"Hong Kong","Tai Po District","Tai Po District","Tai Po"
1,13,137,1198,1,"Hong Kong","Tsuen Wan District","Tsuen Wan District","Ma Wan"
1,13,137,1199,1,"Hong Kong","Tsuen Wan District","Tsuen Wan District","Sham Tseng"
1,13,137,1200,1,"Hong Kong","Tsuen Wan District","Tsuen Wan District","Tsing Lung Tau"
1,13,137,1201,1,"Hong Kong","Tsuen Wan District","Tsuen Wan District","Tsuen Wan"
1,13,138,1202,1,"Hong Kong","Tuen Mun District","Tuen Mun District","Gold Coast"
1,13,138,1203,1,"Hong Kong","Tuen Mun District","Tuen Mun District","Tuen Mun"
1,13,139,1204,1,"Hong Kong","Yuen Long District","Yuen Long District","Hung Shui Kiu"
1,13,139,1205,1,"Hong Kong","Yuen Long District","Yuen Long District","Lok Ma Chau"
1,13,139,1206,1,"Hong Kong","Yuen Long District","Yuen Long District","Shap Pat Heung"
1,13,139,1207,1,"Hong Kong","Yuen Long District","Yuen Long District","Tin Shui Wai"
1,13,139,1208,1,"Hong Kong","Yuen Long District","Yuen Long District","Yuen Long"
